userid,itemid,rating,timestamp
940,516,4,885921401
890,429,4,882403045
308,122,4,887742165
181,950,1,878963440
639,414,3,891240719
298,588,4,884125022
788,1277,3,880870583
305,268,3,886307860
487,692,5,883530434
851,95,4,875731282
18,950,3,880130764
887,142,1,881381207
345,988,2,884916551
10,23,5,877886911
567,79,2,882427023
782,307,4,891497854
887,477,1,881378570
642,378,3,885603517
663,844,2,889492841
778,451,1,891234405
453,475,5,877552514
16,204,5,877722736
116,390,4,876454090
334,1132,2,891545616
642,926,5,885605454
243,732,4,879988557
393,575,2,889728712
896,631,2,887159464
487,404,4,883446725
774,406,1,888559013
916,382,4,880844674
221,358,3,875244232
506,746,5,874875062
840,463,5,891205287
63,126,3,875747556
892,54,3,886609828
435,227,4,884133372
707,847,5,880060066
862,979,5,879303409
835,610,5,891034401
605,318,5,879426144
545,210,5,879899158
378,94,3,880332752
503,496,5,880472474
472,419,4,875982337
181,932,1,878963121
804,99,4,879442984
194,197,4,879522021
276,772,4,874790826
864,577,3,888892917
790,949,4,885156825
159,831,2,880557604
262,191,4,879793022
532,689,4,880484527
821,275,5,874792369
87,1189,5,879877951
643,519,4,891447663
532,312,2,884594422
406,277,3,879540106
498,168,4,881958174
727,202,4,883711354
514,1039,5,875318163
450,230,4,882371732
109,265,5,880578185
586,930,2,884063080
881,100,4,876536414
276,175,5,874787376
23,250,4,874784338
301,1016,4,882074684
194,628,3,879540171
867,117,3,880079117
497,175,4,878759745
326,135,3,879875852
378,1107,3,880056351
244,772,4,880601937
588,131,5,890024918
130,357,5,875216933
392,632,5,891039015
21,672,3,874951727
901,58,4,877132091
7,659,5,891351161
806,952,2,882385578
727,393,3,883712397
654,1165,1,887864146
650,391,2,891382877
663,1048,4,889492562
932,1305,2,891252260
854,122,3,882813287
181,813,2,878962279
144,405,4,888104419
268,250,4,875742530
456,475,5,881372366
435,50,5,884132515
85,42,3,879453876
334,566,3,891548866
479,228,4,879461060
255,984,1,883215902
551,44,4,892777825
5,17,4,875636198
588,142,5,890024117
181,333,3,878961227
577,662,4,880474933
236,532,2,890116915
159,274,3,880557387
798,111,1,875296109
181,330,1,878961668
188,568,4,875072583
26,1016,3,891377609
119,511,5,874781407
207,322,3,879001724
537,527,4,886031860
194,566,4,879522819
455,79,4,879112377
311,748,4,884364071
327,131,4,887818783
151,202,5,879542753
463,690,4,877384802
847,1400,5,878940830
474,649,4,887927588
435,546,4,884132942
59,140,1,888206445
933,575,1,874938620
479,204,4,879461583
648,323,5,882212526
405,440,1,885548330
903,529,4,891033278
435,56,5,884131055
246,173,5,884921227
615,306,4,879447556
176,1097,4,886047963
553,423,3,879948655
334,277,3,891544904
472,100,5,875978534
437,90,3,880143289
747,40,2,888733480
521,241,4,885254006
92,101,2,875656624
933,405,3,874939157
931,111,3,891036648
59,479,5,888205370
606,749,4,888333338
262,270,3,879961283
23,155,3,874787059
537,690,2,886028604
655,56,3,887428060
624,123,3,879793223
82,202,4,878769777
622,277,4,882590252
655,954,2,887428031
311,470,3,884365140
336,999,2,877757516
916,159,3,880845303
537,290,2,886030254
911,419,5,892840916
267,229,4,878972558
130,249,5,876250746
59,381,5,888205659
632,54,3,879459304
907,756,4,880159198
796,8,5,892690059
72,356,4,880036911
500,514,5,883873941
295,125,5,879518528
943,443,2,888639746
145,304,2,885557505
624,455,3,879793358
222,506,2,878183264
488,521,3,891294942
59,82,5,888205660
158,187,5,880134332
303,514,5,879466667
263,272,5,891296919
447,117,4,878854630
318,12,4,884495795
709,68,5,879848551
181,1174,1,878962200
496,660,3,876067108
752,344,4,891208212
391,318,4,877399030
751,497,4,889134393
389,65,4,880088171
708,690,4,892718919
457,57,4,882397177
151,484,4,879524563
865,473,3,880144194
682,180,3,888516979
6,526,3,883602596
15,938,3,879455233
42,1047,4,881106419
442,11,4,883390284
346,156,4,874948139
268,558,3,875309304
94,1012,4,891724100
437,651,4,881002345
648,831,1,882212131
313,663,5,891013652
295,705,4,879517682
833,1006,1,875039153
697,1025,2,882621523
363,675,3,891495849
454,185,2,881960265
222,1284,4,878184422
11,549,4,891904617
59,466,4,888204389
749,659,5,878847611
848,588,3,887043514
256,265,4,882164479
307,511,5,879282952
479,32,3,879461354
291,234,4,874834735
385,485,4,879446591
577,15,3,880470350
186,338,3,889818331
521,248,3,884476110
487,76,4,883530484
551,150,3,892782807
223,969,5,891550649
778,265,4,890726003
751,91,4,889134705
782,321,2,891498381
299,278,3,877879980
749,527,4,878847364
270,123,5,876954223
456,187,4,881372911
942,689,3,891282644
634,248,4,877018311
913,235,1,881725960
548,683,4,891042954
334,865,2,891549631
548,581,4,891044596
177,288,5,880130467
454,479,4,881959991
727,1229,2,883713473
625,380,3,891263589
416,148,5,893212730
342,174,2,875319681
49,11,3,888069458
463,472,3,877385922
339,737,3,891035180
224,392,4,888104154
749,729,4,878848015
437,191,4,880140726
465,1078,2,883532119
405,652,1,885547360
886,1208,3,876032596
198,411,1,884206659
59,660,4,888205534
505,95,4,889333313
327,746,3,887818992
374,23,3,880395896
308,472,2,887739336
815,215,5,878694820
758,269,4,880672230
497,325,2,878759505
514,747,4,875463245
389,202,5,880087599
151,66,4,879524974
1,140,1,878543133
894,1313,3,889229605
882,929,1,879863176
38,389,5,892433660
94,665,3,891723328
409,1558,5,881107281
758,393,4,881979012
551,603,5,892776524
566,161,4,881651097
640,64,5,874777701
422,671,4,879744143
568,179,2,877906935
774,273,1,888558539
449,1194,4,880410624
453,143,2,888206053
442,79,3,883390366
308,181,4,887739095
230,228,2,880485216
436,1263,3,887772060
865,408,5,880143385
774,453,2,888557804
889,191,4,880178078
323,56,5,878739771
456,42,4,881373655
239,228,2,889180651
671,159,5,883949781
899,546,2,884120317
588,475,2,890015684
90,96,4,891384754
109,449,5,880581987
521,181,4,884475845
119,137,5,886176486
648,5,4,884883476
493,647,4,884131287
222,223,4,878181535
207,13,3,875506839
708,819,3,877325349
758,199,4,881975687
148,185,1,877398385
639,1194,5,891239271
268,450,1,875745536
379,23,4,880524783
328,275,4,885046420
704,89,5,891397305
864,194,4,888886984
627,582,3,879529916
363,625,4,891498038
880,410,4,880166938
592,176,5,882956039
313,511,4,891013742
409,266,1,881105677
432,257,5,889416118
921,845,4,879379601
715,28,5,875963242
416,692,5,893212484
405,577,3,885547557
457,423,5,882397699
459,676,3,879563288
911,655,5,892839719
151,488,4,879524900
844,258,4,877381147
551,76,4,892778202
232,275,2,885939945
922,219,1,891449901
244,743,5,880602170
10,698,4,877888877
297,174,5,875410071
385,168,3,879442109
828,1622,1,891038060
458,582,1,886398488
886,62,3,876033265
178,157,5,882827400
642,140,3,886569257
18,48,4,880130515
592,521,5,882955703
763,1,4,878915559
343,382,3,876406978
788,363,2,880871088
846,87,4,883948417
279,284,1,886015853
532,77,5,892519935
843,420,3,879448073
524,1154,1,884637914
294,410,4,877819897
847,567,3,878940783
655,1211,4,887427681
197,177,5,891409935
548,151,1,891415786
82,56,3,878769410
391,378,3,877399171
374,288,4,885107876
497,1041,3,879310473
160,922,5,876767621
886,685,2,876032378
916,69,4,880844694
551,1135,5,892785331
334,227,1,891547083
286,683,5,884583549
617,436,3,883789464
593,158,3,875671891
90,208,3,891384065
447,11,4,878856208
889,482,4,880178367
244,105,2,880605333
883,315,3,891691353
345,283,4,884991105
401,294,1,891031621
234,22,4,892334644
567,152,4,882426673
157,934,2,886890878
830,510,4,891561673
451,690,4,879012382
716,48,5,879795314
43,385,5,883955387
361,14,4,879440651
374,97,5,880394571
405,161,1,885547997
222,471,3,881060992
634,322,3,875729217
868,161,2,877107056
374,69,5,880394840
830,648,5,891464148
200,365,5,884129962
682,748,3,888516814
293,462,4,888905819
320,71,3,884751439
450,618,4,882373995
537,919,4,886030012
536,2,4,882360227
342,98,3,874984261
645,708,3,892055072
606,841,3,880922625
727,451,5,883712681
253,96,5,891628651
592,134,5,882955794
90,1101,4,891384570
385,357,4,879441339
833,122,2,875135058
848,642,5,887039164
393,315,5,887741960
343,22,4,876406181
637,1374,1,882903447
846,772,4,883949421
497,66,3,879362720
880,1276,3,880167384
472,365,4,875983129
308,1021,4,887736459
932,119,5,891249586
270,286,5,876953744
622,204,3,882592559
102,510,4,888801316
642,4,3,885605768
880,556,3,880242451
109,475,1,880563641
715,195,4,875963657
933,654,4,874854338
237,514,4,879376641
158,11,4,880134398
757,58,3,888467592
82,99,4,878769949
409,206,4,881109264
883,387,5,891696750
655,1098,3,887473905
409,173,3,881108246
622,214,4,882670228
194,1044,2,879524579
342,56,5,874984315
429,365,2,882386237
311,86,5,884365252
561,9,4,885807546
269,665,1,891451810
506,233,4,874874109
782,1664,4,891499699
592,526,5,882956241
303,833,2,879484327
645,182,5,892053686
344,486,4,884901156
495,448,5,888634896
181,263,1,878961709
682,582,1,888517816
327,1141,3,887822681
346,385,5,886274124
586,578,3,884062621
709,546,4,879848475
435,977,2,884134829
871,271,5,888192349
620,7,4,889987073
325,469,4,891478504
588,842,3,890015542
450,940,2,882471737
373,739,3,877111819
286,99,4,878141681
847,476,4,878775961
655,6,4,887425812
586,281,3,884062405
222,155,4,878184113
405,1271,2,885547506
650,708,3,891383356
157,748,2,886890015
497,590,2,879362461
554,282,3,876232267
752,354,2,891208261
271,742,3,886106209
417,121,3,879646591
314,546,4,877886788
378,88,4,880046408
896,147,2,887159464
429,546,3,882387140
899,250,2,884120105
593,40,1,875671757
883,1288,4,892439357
815,434,3,878696619
193,33,3,889125912
10,463,4,877889186
846,381,4,883950311
551,333,5,892775584
660,41,1,891265453
833,1628,3,875225219
294,471,4,877820189
840,1451,5,891205123
551,230,5,892782901
200,462,4,884128858
119,299,4,890626446
425,68,4,878738386
387,547,4,886484561
454,468,3,888267087
671,455,4,884035775
271,178,3,885849087
197,578,3,891410039
102,183,4,888801360
75,926,3,884050393
870,56,5,875050826
6,460,2,883600004
250,948,3,878089182
660,202,2,891199683
426,661,4,879444321
85,193,3,879454189
311,212,3,884366397
655,1169,3,887427210
472,90,5,892791063
712,238,3,874730206
354,196,3,891218457
347,328,4,881652077
647,237,3,876776320
95,49,3,879198604
279,210,4,878261893
455,82,5,879110818
417,545,1,880953033
640,496,4,874777491
290,566,3,880474388
472,265,4,892790676
749,501,4,878847209
236,429,1,890118632
207,986,3,877878384
642,1503,2,885602446
606,806,5,880923579
314,125,5,877886412
392,1014,3,891038205
293,173,5,888905550
871,272,2,888192859
671,550,3,884035406
457,284,3,882394010
125,269,1,879454002
346,100,3,874948426
14,530,5,890881433
896,637,2,887160041
450,561,4,887660762
49,465,3,888067798
1,1,5,874965758
276,84,2,877934232
892,157,5,886609029
655,98,4,887472744
882,230,5,879867508
586,411,2,884067199
921,121,5,879379736
391,748,3,877398619
96,478,2,884403123
880,376,3,880175239
643,663,4,891447747
313,222,3,891017708
270,387,5,876955689
276,429,5,874790972
311,570,4,884365890
593,553,2,875672852
293,1248,2,888907527
533,403,3,879439341
650,22,3,891369707
497,790,2,879362720
269,371,5,891450880
402,19,4,876267096
389,657,5,879991115
665,419,4,884295126
59,87,4,888205228
717,333,4,884641681
90,303,4,891382193
391,774,2,877399541
622,15,4,882590670
148,209,5,877398648
551,143,4,892777274
488,511,4,891294209
409,496,5,881107817
92,1037,2,875907702
59,510,4,888204502
157,118,2,886890439
618,318,5,891307825
314,942,3,877888346
881,56,1,876962037
883,661,4,891718914
104,121,2,888466002
868,136,5,877104414
506,523,5,874873112
125,22,5,892836395
323,873,3,878738949
7,214,5,891352384
592,1514,5,882608625
807,484,4,892530966
854,713,4,882812288
297,7,4,874954541
82,495,3,878769668
533,288,2,882901971
11,719,3,891905279
197,326,3,891409199
267,484,5,878971542
291,565,2,874867852
804,1139,3,879446145
883,659,3,891694218
916,511,5,880844395
868,94,1,877109814
659,568,4,891384850
519,903,5,883248595
474,630,3,887928793
210,514,5,887730532
608,421,5,880406427
639,707,5,891239492
665,417,3,884293569
442,177,4,883390366
7,52,4,891353801
354,527,4,891217394
472,825,5,875979439
230,182,2,880484370
235,292,3,889654638
919,895,4,885059623
385,603,5,880869422
291,405,4,874805984
267,55,4,878972785
296,845,5,884196689
393,237,4,887744328
116,199,4,876454174
880,527,4,880241943
246,719,4,884924026
181,952,1,878962720
70,50,4,884064188
94,508,5,891720712
95,416,4,888954961
608,218,4,880406862
391,12,5,877399745
15,181,5,879455710
642,49,4,885605909
128,633,4,879967729
624,100,5,879792581
184,92,3,889908657
308,239,3,887740033
847,135,4,878941144
318,481,4,884496156
766,518,3,891309878
207,546,3,876018553
846,552,4,883950634
250,323,2,878089100
847,369,1,878939451
648,174,5,884882664
504,53,4,887911730
526,298,4,885682528
697,246,5,882622798
5,440,1,878844423
763,60,5,878914968
894,322,3,879896267
751,313,2,889727869
682,181,5,888518639
868,783,1,877113481
409,527,4,881109175
90,1039,5,891383599
665,369,4,884291747
795,640,4,883251200
660,22,4,891199262
936,1007,5,886833795
561,946,3,885810813
405,753,1,885549464
330,195,3,876546694
62,270,2,879371909
360,157,4,880355994
224,286,3,888081843
130,731,3,876251922
619,879,4,885953743
456,523,4,881373353
862,429,5,879304526
117,307,5,880124339
896,478,5,887158739
500,116,4,883865232
13,98,4,881515011
234,31,4,892334803
642,95,5,886131547
28,480,5,881957002
716,837,4,879796475
357,222,5,878951498
642,1126,1,885603495
554,286,4,876231521
919,328,2,875288304
916,402,3,880845177
270,268,5,876953745
864,642,3,888890432
200,432,5,884128458
711,778,4,884485635
577,5,4,880475318
610,606,5,888703343
246,294,2,884924460
605,523,5,879424345
109,8,3,880572642
622,725,3,882672177
828,270,5,891034148
303,7,4,879467514
532,824,4,888634802
343,83,4,876404957
271,169,5,885848475
659,431,4,891385627
416,931,3,886315822
174,386,1,886515130
757,559,4,888467400
890,195,5,882403045
617,200,5,883789425
279,364,4,891209077
712,404,3,874730467
13,614,4,884538634
705,230,4,883428083
788,120,2,880871520
436,287,4,887770169
867,96,5,880078656
545,226,3,879899438
588,161,4,890015580
417,450,2,880953014
232,603,4,888549376
318,540,4,884498141
345,1281,4,884991105
878,166,4,880870854
198,1094,1,884206807
43,781,3,883956494
660,153,4,891200388
58,283,1,884304592
398,154,2,875718614
535,61,3,879619107
868,198,5,877103757
416,310,5,893214225
200,195,5,884128822
844,100,4,877381607
197,510,5,891409935
654,284,4,887863914
286,168,4,877531760
862,658,5,879304526
291,99,4,875086887
864,473,4,888892300
378,14,5,880044251
387,655,3,886480352
280,946,4,891701027
13,275,3,886303585
2,294,1,888551648
109,291,3,880571801
788,167,3,880870582
186,295,2,879023390
738,47,3,875353569
151,741,2,879524394
705,143,3,883427663
207,517,3,882081278
699,886,3,893140639
92,56,5,875653271
567,136,5,882426210
486,950,4,879875069
844,175,3,877386897
394,228,5,881132876
437,737,1,880142614
577,1209,4,880476578
92,54,3,875656624
835,393,5,891033718
286,341,5,884069544
916,806,4,880844552
629,566,5,880117395
64,588,4,889739091
655,1232,3,887472606
189,1154,3,893265380
56,168,2,892679209
504,517,4,887832782
305,475,4,886324199
450,401,3,882397224
63,302,3,875746809
83,298,4,891181511
409,661,5,881107817
201,385,2,884112427
733,1011,4,879535644
595,325,3,886920774
660,228,3,891200193
130,69,5,875216718
660,294,3,891197701
697,336,3,882621523
254,286,1,887346861
645,47,4,892054824
60,499,3,883326682
456,608,4,881373168
456,174,4,881373019
193,82,2,889125880
64,392,3,889737542
387,68,4,886483099
38,573,1,892433660
798,380,3,875638680
617,423,1,883789294
49,55,4,888068057
379,523,4,880525108
541,239,4,883865211
262,423,4,879793854
498,268,2,881954618
104,235,2,888465675
7,510,5,891352134
178,298,2,882823905
301,241,3,882077222
449,137,5,879958866
495,416,5,888636899
526,328,2,885682006
805,1232,3,881703472
59,1093,5,888203578
293,411,2,888905170
851,1105,4,890862961
286,431,5,889651822
44,120,4,878346977
773,70,3,888538810
177,243,1,882142141
500,412,1,883876370
296,508,5,884196584
270,13,4,876954192
608,1153,3,880406623
943,58,4,888639118
868,121,2,877111542
758,780,5,882054468
778,54,2,890803859
499,238,2,885599498
496,136,1,876066424
608,1115,4,880406168
383,285,5,891193210
896,798,2,887160983
85,325,2,879452386
405,1562,1,885549506
401,508,3,891032433
764,276,3,876752289
653,779,1,880153467
601,260,4,876346633
620,78,4,889988340
256,692,5,882165066
116,286,3,876451911
95,1047,3,879193881
883,715,5,891694311
894,32,4,882404137
655,1113,3,887427810
334,1207,2,891550121
330,989,5,876543930
518,14,3,876822923
655,280,2,888474490
189,45,3,893265657
357,273,5,878951457
459,1051,3,879563667
894,534,4,879896704
125,83,4,879454345
568,735,2,877907327
693,582,2,875482477
334,290,3,891544997
223,286,1,891548562
42,280,4,881106270
592,347,4,885280098
796,183,5,892662441
374,54,4,880396048
943,230,1,888693158
119,982,4,874775406
18,729,3,880131236
930,106,4,879535392
727,720,2,883712037
299,186,3,889503233
85,510,4,879454400
541,420,4,883874749
234,414,4,892336021
527,423,3,879456248
379,502,5,887437190
385,428,3,879442706
472,1047,4,875979082
934,617,4,891191778
913,729,3,881368824
524,640,1,884636541
425,265,3,878738643
26,751,4,891347477
924,200,4,885458093
595,1134,5,886921392
62,86,2,879374640
244,655,5,880605766
682,5,3,888520799
931,300,5,891037521
756,527,3,874828242
326,451,2,879877234
835,371,5,891034366
618,421,3,891308615
342,8,4,875319597
637,293,3,882902835
655,603,4,887473605
7,157,5,891352059
437,507,5,880140015
26,475,3,891350826
705,405,4,883427479
534,978,4,877808175
554,7,3,876549087
593,272,5,888871874
495,403,5,888634475
425,455,2,878738992
13,858,1,882397068
249,273,4,879640284
593,1016,4,888872636
752,331,4,891208036
305,921,5,886324410
466,127,3,890284766
465,478,4,883531246
756,66,4,874829705
905,742,4,884983888
387,47,4,886480384
487,222,4,883442018
118,641,5,875385386
749,79,4,878848069
727,65,2,883712343
122,215,4,879270676
295,142,4,879518590
393,568,4,889554563
521,229,2,884478314
398,163,3,875738333
405,726,1,885547690
882,815,2,879861678
184,724,4,889909672
916,48,5,880844861
295,241,5,879518800
381,529,5,892696060
566,89,4,881650423
889,258,4,880176550
524,558,4,884634533
432,411,3,889416044
465,127,4,883530667
871,1434,3,888192689
892,542,1,886611023
472,380,5,875982511
642,377,3,886569809
296,144,4,884197131
660,91,4,891200193
597,293,5,875340939
458,845,3,886394527
59,10,4,888203234
435,665,3,884133973
327,663,4,887819582
97,430,5,884238693
303,655,5,879483568
625,172,4,891263057
94,143,4,891722609
60,633,4,883326995
521,17,1,885254888
389,756,2,880088942
363,179,4,891496373
334,248,4,891544997
868,109,3,877107627
330,660,5,876546752
682,1093,3,888522100
76,517,5,882129432
796,488,2,892662400
896,43,3,887161171
868,167,1,877110191
632,1028,2,879459649
804,163,3,879445579
518,412,1,876824266
655,411,3,887650512
406,611,3,879446268
938,1012,5,891356500
44,423,4,878348111
298,294,3,884184024
472,826,3,883904224
347,455,2,881653087
907,317,5,880159910
293,412,1,888905377
919,331,4,875920290
566,462,4,881650090
346,572,5,875266600
397,492,4,885349955
896,471,3,887159972
70,210,4,884065854
280,66,5,891701148
500,1326,4,883865020
95,111,4,879194012
18,971,4,880131878
907,764,4,880159113
316,673,2,880854083
308,295,3,887741461
59,369,2,888203959
717,546,3,884642932
250,480,5,878090414
704,432,5,891397535
634,245,3,875729217
405,450,1,885548093
533,289,2,879773297
95,1222,2,880572602
495,140,5,888635419
467,124,5,879532534
276,4,4,874791623
197,720,2,891410039
234,951,1,892334766
887,176,5,881381348
889,603,4,880180122
250,238,4,878089963
96,519,4,884402896
308,842,3,887740099
793,591,4,875104752
840,480,5,891208647
297,211,4,875240090
118,132,4,875384793
561,53,3,885810538
447,12,5,878855907
43,98,5,875981220
465,134,4,883530133
102,298,3,875886827
483,318,3,884046480
316,304,3,880853193
280,3,2,891702406
886,746,3,876032473
59,709,5,888204997
271,1266,2,885848943
846,168,5,883947737
847,448,4,878940013
838,258,5,887060659
244,739,3,880604004
89,875,3,879441160
897,228,4,879991607
189,199,5,893265263
738,650,3,875351712
568,661,4,877907126
896,273,5,887157947
60,194,4,883326425
422,1,3,875130063
291,11,4,874835024
291,240,4,874833726
664,70,3,878092758
497,450,2,879362202
897,177,5,879990465
484,258,5,883402900
59,205,3,888204260
919,1197,4,875288613
239,150,5,889179131
566,15,3,881650030
416,742,4,876697524
916,118,2,880843838
889,1014,2,880177778
264,12,5,886122508
943,229,2,888693158
894,971,3,882404460
344,955,4,889814195
717,475,5,884642187
843,679,4,879444851
542,721,2,886533003
826,435,4,885690677
232,313,3,885939473
543,516,4,876896210
200,265,5,884128372
665,215,2,884294880
766,77,2,891310313
867,1154,5,880078991
332,1090,5,888360508
478,231,1,889398598
62,402,3,879375883
601,483,4,876348782
496,393,1,876069951
897,187,5,879990622
279,235,3,891209153
16,27,2,877726390
181,978,1,878963305
102,300,3,875886434
13,561,1,882396914
642,1509,2,885606270
871,781,4,888193541
488,260,2,891293304
235,429,4,889655662
629,886,3,880116278
72,1,4,880035614
268,1314,2,875744289
92,628,4,875639823
648,519,4,884628482
38,402,5,892430539
214,357,5,892668130
392,1012,4,891038184
537,330,2,886029488
308,433,5,887738301
279,556,3,880666808
655,216,4,887428086
592,185,5,882956201
865,456,1,880144405
442,22,2,883390813
194,1183,2,879554453
216,237,5,880232752
264,558,5,886122447
474,8,5,887925497
632,174,5,879457856
505,378,5,889333466
328,915,3,893195665
884,515,4,876858914
561,589,3,885807510
214,340,3,891542735
43,956,1,883956259
535,603,4,879617613
727,775,4,883713147
299,508,4,877878451
60,489,5,883326682
398,498,5,875657734
704,611,3,891397764
535,223,5,879618207
506,423,5,874874850
854,469,5,882814571
863,1024,3,889289619
385,529,4,879445949
194,651,3,879520991
843,177,3,879444767
271,338,1,885847194
868,50,5,877103449
648,1029,2,884882636
344,313,3,884814359
