userid,itemid,rating,timestamp
496,89,5,876072633
532,118,4,888634813
62,1009,4,879372869
290,265,4,880475371
505,332,4,888631126
38,838,2,892433680
806,1071,4,882388965
130,420,5,876252472
518,717,5,876823963
640,338,5,886353852
216,1161,4,881432609
671,250,5,875389187
325,432,5,891479263
698,435,3,886366980
535,495,3,879618849
533,511,4,879439379
222,1041,3,881060155
588,168,5,890024002
848,689,1,887037584
269,157,3,891448092
798,21,5,875554953
293,206,4,888907552
497,1041,3,879310473
586,779,3,884062856
655,1256,3,887425655
932,654,5,891249877
345,38,2,884993830
234,887,3,891034078
174,823,4,886434376
903,443,5,891033755
896,928,3,887161033
577,29,3,880474903
280,76,2,891700699
1,155,2,878542201
474,487,4,887923972
453,143,2,888206053
896,43,3,887161171
339,196,4,891033416
2,294,1,888551648
334,689,3,891544340
87,648,5,879876448
864,49,3,888892091
429,356,3,882386942
889,258,4,880176550
201,81,1,884140488
26,475,3,891350826
233,98,5,877661724
406,487,3,884630973
551,975,5,892784130
896,637,2,887160041
234,636,3,892336358
804,163,3,879445579
307,313,5,888095725
64,214,3,889737478
854,324,3,882811937
936,410,3,886833099
764,1221,4,876430033
749,637,1,878850456
660,663,2,891199833
91,657,4,891439130
758,143,5,881975314
184,175,3,889908985
566,69,4,881650108
223,866,4,891549945
524,614,5,884634731
707,1397,1,886289521
378,94,3,880332752
26,13,3,891373086
864,219,4,888889129
885,318,5,885714093
435,977,2,884134829
907,147,5,885862325
708,685,3,877326158
325,616,4,891477924
59,508,5,888203095
562,88,5,879196680
314,41,5,877887802
294,257,3,877819599
894,536,5,879896756
334,1404,4,891549068
200,72,4,884129542
308,479,5,887738346
854,246,3,882812195
721,406,1,877154989
286,82,3,889651605
746,204,5,885075539
527,499,5,879456490
188,121,4,875073647
26,269,4,891347478
903,56,5,891466376
496,136,1,876066424
653,182,3,878854051
44,164,4,878348035
7,118,2,891353411
892,648,4,886607642
244,662,3,880606533
916,31,3,880844789
864,85,2,888889327
216,237,5,880232752
642,1126,1,885603495
493,60,2,884131263
269,504,4,891449922
882,66,4,879867980
307,153,5,875681145
899,28,5,884121214
889,789,2,880179508
345,220,3,884991457
198,196,3,884208098
894,307,3,880415834
506,234,5,874873111
145,1102,1,888398162
92,304,4,888469716
790,216,5,885156435
758,1047,3,882054250
833,576,3,875224603
44,257,4,878346689
903,248,2,891031309
130,196,5,875801695
716,230,3,879797198
405,674,1,885548275
256,49,4,882165238
406,294,3,879445250
907,173,4,880160140
269,665,1,891451810
92,46,4,875653867
158,284,5,880132638
543,1099,4,874863878
437,697,4,880140978
934,554,4,891194462
521,742,3,884477512
666,544,4,880313682
308,664,5,887736999
82,495,3,878769668
151,692,3,879524669
498,265,2,881957489
194,205,3,879524291
181,235,1,878963168
844,176,3,877387933
886,659,4,876033731
109,322,2,880562908
246,356,2,884923047
749,1133,2,878850084
660,301,3,891197661
200,8,4,884128904
342,367,5,875319967
868,229,3,877111154
782,878,3,891498918
541,432,4,883874716
889,509,2,880180650
373,232,3,877105075
5,431,3,875636099
796,258,4,892611840
708,764,4,877325934
894,1016,3,879896920
608,1183,1,880405484
659,192,4,891384372
339,47,4,891032701
194,212,1,879524216
95,197,4,888954243
271,528,3,885848448
160,195,4,876859413
399,969,3,882346728
887,140,5,881381425
14,81,5,890881384
63,257,3,875747342
715,83,4,875963792
109,265,5,880578185
629,876,3,880116023
707,425,5,886287268
178,133,4,885784518
264,202,5,886123596
291,1046,4,874834875
62,44,3,879374142
621,383,2,874963166
379,663,3,891674403
474,696,3,887916330
716,630,4,879796138
665,96,3,884293831
312,195,5,891698254
193,268,3,889122906
826,1222,3,885690819
593,126,5,875659777
758,88,4,881979942
450,1271,2,882468686
435,572,2,884133938
497,229,2,879310850
854,493,5,882813933
92,587,3,875660408
894,1313,3,889229605
463,472,3,877385922
671,559,4,884338399
328,636,3,885047556
207,393,4,877838977
393,377,3,889728200
709,1188,4,879848695
919,331,4,875920290
237,197,4,879376515
347,501,4,881654410
648,831,1,882212131
307,588,4,877118284
43,124,4,891294050
561,13,3,885810060
393,417,3,887746523
13,211,4,882140002
666,154,3,880568662
311,15,5,884963136
253,22,5,891628435
60,215,4,883327566
298,195,4,884183277
457,1168,5,882548761
125,346,1,892835800
399,288,3,882340200
271,815,3,885848153
429,789,4,882385443
58,240,4,892242478
518,476,4,876823324
72,654,4,880037461
267,480,4,878971438
399,231,3,882350375
354,664,5,891217717
62,12,4,879373613
244,708,4,880607231
296,846,2,884196985
934,186,2,891190854
846,612,5,883949421
497,111,4,878759828
899,250,2,884120105
749,527,4,878847364
189,120,1,893264954
608,321,2,880402633
270,356,3,876956064
933,393,2,874938371
504,465,3,887909936
848,527,3,887038280
632,182,3,879457641
773,737,3,888539064
60,485,4,883327222
393,418,3,887746207
316,306,4,880853072
110,41,4,886989399
207,202,3,875506771
774,44,1,888558343
627,175,1,879530110
749,202,5,878847461
7,550,4,891352489
454,649,2,888267279
826,399,4,885690790
118,79,5,875384885
560,478,4,879975752
42,606,3,881107538
682,11,4,888517049
826,96,5,885690600
622,1060,3,882671160
932,614,4,891280138
655,887,3,887650979
222,281,3,878184596
654,1285,4,887864998
394,228,5,881132876
709,195,5,879848432
727,63,2,883713454
716,174,5,879795025
450,286,4,882215617
561,484,4,885807215
486,151,2,879875041
698,507,4,886366611
292,96,4,881103568
157,100,5,886890650
307,196,3,879205470
896,471,3,887159972
290,144,3,880473802
194,58,4,879522917
63,1138,2,875747789
521,229,2,884478314
804,70,4,879443137
931,245,4,891037024
457,239,5,882397267
650,926,3,891388294
848,519,5,887037980
326,94,4,879877304
290,196,4,880474293
416,689,4,885114578
94,732,3,891721216
463,286,4,877387935
890,229,2,882405059
60,404,3,883327287
943,625,3,888639427
885,29,1,885714487
263,125,4,891299573
524,185,4,884635204
568,234,3,877907092
250,159,4,878092144
862,24,4,879302990
144,262,3,888103444
332,156,4,888359944
237,502,4,879376487
378,470,3,880056104
457,282,4,882392785
660,22,4,891199262
119,274,4,874775580
868,631,4,877111453
95,111,4,879194012
250,480,5,878090414
64,1063,3,889739539
648,671,3,884883476
236,735,5,890116599
342,8,4,875319597
659,601,3,891386241
504,416,4,887910294
615,735,3,879448823
94,474,5,885870322
327,66,3,887819582
566,242,5,881649273
756,527,3,874828242
542,433,3,886532838
805,259,1,879971049
399,233,3,882347061
128,506,4,879968125
253,259,2,891628883
303,700,3,879485718
936,295,3,886832502
292,2,4,881105778
301,404,3,882076463
87,66,5,879876403
693,693,3,875482860
665,121,2,884290480
660,774,3,891200594
268,250,4,875742530
773,98,4,888540279
537,330,2,886029488
698,482,2,886367406
110,1229,3,886988374
234,1205,1,892335501
878,515,4,880865900
506,1279,4,880198144
450,1037,2,882473760
773,45,4,888538776
541,118,4,883871670
286,432,3,878141681
194,210,3,879521396
618,423,5,891309886
374,540,3,880939304
435,627,3,884133194
922,69,3,891453106
830,510,4,891561673
7,317,4,892133670
402,15,5,876267115
532,824,4,888634802
110,56,1,886988449
867,117,3,880079117
158,195,5,880134398
435,68,4,884131901
264,98,5,886122098
561,285,4,885808715
746,38,2,885075476
826,510,4,885690677
327,431,3,887820384
394,358,3,880886546
42,219,1,881109324
178,125,4,882824431
43,122,2,884029709
422,275,5,875130026
751,25,5,889132252
875,692,2,876465230
178,1016,4,882824253
506,274,4,874862229
648,452,3,884883679
94,549,5,891721528
237,127,5,879376671
870,684,3,879714246
193,354,3,889123158
141,880,1,886447847
363,98,3,891495402
537,221,3,886029841
870,65,3,879713898
450,237,5,887660650
447,91,4,878856549
313,139,3,891030334
62,433,5,879375588
188,164,4,875072674
495,196,3,888632546
318,419,5,884495890
854,604,4,882813601
533,26,3,879192035
466,27,3,890285113
144,961,3,888106106
94,1210,3,891723558
634,50,4,877018347
527,357,5,879455654
286,1074,4,889652912
659,469,4,891385136
682,356,3,888517986
807,195,3,892528999
198,405,2,884206428
634,340,4,881952599
178,846,3,882824467
110,301,2,886987505
330,153,5,876545970
551,168,5,892777723
94,246,4,891724064
253,198,5,891628392
393,732,4,889555272
846,967,3,883950791
313,154,2,891014753
405,721,1,885547360
308,558,4,887737594
617,436,3,883789464
650,226,3,891370031
671,455,4,884035775
13,387,3,886304229
151,497,5,879524325
766,174,3,891308968
889,190,3,880177994
90,203,5,891384611
535,269,4,879617063
373,217,3,877098821
119,716,5,874782190
405,669,1,885548435
747,152,3,888640222
44,644,3,878347818
622,29,4,882592735
883,703,3,891693139
847,135,4,878941144
295,843,4,879517994
354,607,3,891218208
806,56,5,882387999
916,48,5,880844861
796,322,3,892611953
393,153,3,887746671
417,80,4,879649247
805,321,3,881705292
524,928,4,884323551
303,1511,3,879544843
716,300,5,879792599
64,175,5,889739415
141,546,4,884585470
870,489,4,875050827
293,849,2,888907891
637,332,4,882900888
727,393,3,883712397
429,591,3,882385663
622,283,4,882590534
537,919,4,886030012
655,954,2,887428031
292,1142,4,881104481
268,432,3,875310145
804,39,2,879447475
640,474,4,874777623
1,189,3,888732928
617,854,1,883789464
870,198,4,875679860
846,787,4,883949335
830,696,2,892502651
270,13,4,876954192
666,760,3,880313789
256,15,5,882150644
157,508,5,886890712
788,237,4,880869584
712,238,3,874730206
416,680,3,876696938
521,87,3,884478314
279,21,3,875297456
62,285,4,879372455
619,298,5,885953778
393,717,3,887745086
707,173,2,886286380
543,183,4,874864034
825,832,3,881101246
447,483,5,878855818
43,313,5,887076865
506,470,4,874873423
239,69,1,889179544
642,419,4,885603537
7,615,4,891351585
49,1009,3,888066133
712,1055,4,874730155
378,123,3,880044532
868,73,1,877108220
222,51,3,881059816
864,65,3,888890690
840,505,5,891204714
342,1166,1,875319745
606,196,4,880926759
458,744,4,886394623
654,71,3,887864610
901,228,5,877131045
627,849,4,879531504
748,96,5,879454662
197,720,2,891410039
907,71,5,880159911
496,1229,1,876071097
342,191,5,875319991
10,340,4,880371312
682,1019,5,888519519
466,350,4,890284651
919,892,3,885059724
831,354,4,891354063
751,291,3,889299155
94,528,5,885870323
551,76,4,892778202
805,724,2,881696699
244,237,5,880602334
655,164,2,887430072
320,240,3,884748818
562,483,4,879195954
1,2,3,876893171
11,28,5,891904241
864,966,4,888888994
346,196,3,874950692
864,566,4,888889601
934,197,5,891192041
1,145,2,875073067
890,174,5,882405780
92,456,2,888469668
95,91,5,880573288
95,52,4,879198800
497,31,3,879361802
301,1016,4,882074684
882,195,5,879867568
655,38,2,887429875
535,529,3,879618655
870,17,4,880584752
618,382,2,891307540
875,181,4,876465335
326,514,3,879875612
90,208,3,891384065
236,429,1,890118632
435,188,4,884131901
848,207,5,887043265
560,476,2,879977124
200,227,5,884129006
405,1112,2,885546530
222,96,5,878181739
286,341,5,884069544
189,105,2,893264865
160,137,4,876767299
346,172,5,874947609
886,685,2,876032378
577,561,4,880474955
320,1291,3,884749172
354,185,3,891218068
796,196,5,892675693
15,111,4,879455914
620,288,4,889986452
833,854,4,875038529
514,949,3,886189510
741,15,4,891456573
918,1101,4,891987824
213,204,5,878956130
796,511,4,892676155
840,708,4,891209033
805,88,2,881696876
764,77,4,876246687
279,1182,3,875314370
339,435,4,891032189
452,60,1,887718917
455,627,3,879111705
840,675,4,891205093
301,318,5,882075962
493,333,4,884133084
896,127,5,887158578
59,135,5,888204758
13,320,1,882397010
290,15,4,880474494
216,4,5,880234469
295,483,5,879517348
655,287,3,890497592
708,934,4,892719172
279,156,4,875306580
886,1489,1,876034074
62,582,4,879374753
194,134,2,879521719
60,606,4,883327201
253,510,5,891628416
537,168,4,886030552
727,451,5,883712681
63,276,4,875747265
95,215,4,879198109
326,451,2,879877234
312,485,4,891699345
758,605,3,881977057
402,408,5,876266741
270,268,5,876953745
174,582,4,886439537
774,1091,1,888558041
934,617,4,891191778
499,516,4,885599572
629,193,5,880117565
716,632,4,879795691
327,886,2,887737493
198,1094,1,884206807
72,655,5,880037702
200,432,5,884128458
294,7,4,877819563
397,95,4,885349999
5,390,5,875636340
160,174,5,876860807
391,774,2,877399541
290,91,2,880474451
758,273,4,881977714
85,382,4,879454820
506,746,5,874875062
897,455,3,879993772
378,755,3,880056073
437,248,2,880141716
932,474,5,891250418
326,663,1,879877159
587,886,2,892871171
545,578,4,884134936
188,240,1,875072799
887,929,1,881379059
518,820,2,876824218
586,385,3,884058956
533,281,4,887032214
345,66,3,884993069
117,307,5,880124339
311,132,4,884365548
883,902,4,891691534
148,70,5,877021271
815,127,3,878691739
642,975,2,886130929
429,423,4,882387757
194,663,4,879524292
383,513,5,891193016
568,512,1,877907596
201,210,2,884111270
10,509,4,877889005
642,210,5,885842610
514,97,5,875462764
246,83,4,884921086
201,326,2,884111095
454,117,3,888267343
715,24,3,875962374
932,600,2,891252412
222,160,1,878182154
197,578,3,891410039
458,346,4,889323539
500,284,3,883865632
648,2,4,884882742
886,127,4,876032472
919,276,5,875288612
741,692,1,891019587
474,14,5,887915306
796,161,5,893048377
880,1185,1,880174995
381,20,5,892696426
279,662,2,875310631
548,31,5,891044481
880,1047,3,880175157
634,546,4,875729535
13,262,4,881514876
533,242,4,884698095
11,427,4,891904300
416,1478,2,886319906
545,386,2,884134780
618,49,3,891309514
650,399,3,891381784
605,124,3,879365748
201,1245,4,884141015
577,58,4,880474414
328,531,4,885046455
863,339,3,889289353
896,135,3,887158926
916,298,3,880843334
222,506,2,878183264
318,482,5,884496156
328,405,4,885047018
878,432,3,880870048
271,97,5,885848736
263,484,4,891298107
782,535,3,891499469
305,326,2,886307917
85,319,4,879452334
712,431,3,874730552
223,1300,1,891550470
269,340,5,891446132
256,226,5,882164644
429,562,2,882387575
551,44,4,892777825
347,91,1,881654679
756,22,3,874828592
897,588,4,879990877
620,225,3,889988281
457,423,5,882397699
145,338,3,882181335
145,683,3,879161674
7,543,3,891351772
174,575,1,886515239
537,131,4,886031407
308,567,4,887741329
85,427,3,879456350
825,455,4,880756796
756,550,2,874829152
332,218,5,888360396
295,60,5,879517492
892,797,4,886610372
495,1419,1,888635995
301,367,4,882076619
82,202,4,878769777
916,290,3,880845206
840,98,5,891204160
933,63,2,874938563
332,405,4,887938503
59,866,3,888203865
943,614,5,888639351
327,174,4,887744513
622,218,3,882670057
712,366,5,874956713
716,96,2,879795122
788,357,4,880869687
901,988,4,877125716
381,77,2,892696367
276,51,3,874791025
64,423,4,889739569
894,328,4,879896466
62,83,5,879375000
94,651,5,891725332
642,378,3,885603517
363,1007,5,891499355
727,7,2,883708927
184,56,3,889908657
301,411,1,882074867
286,537,4,889651402
863,259,1,889289240
267,554,3,878972040
16,89,2,877717833
655,899,2,887433492
815,125,5,878692242
286,153,5,877531406
798,172,4,875639656
532,759,2,888631120
21,118,1,874951382
828,1073,4,891036630
269,137,4,891446193
62,685,2,879373175
537,135,5,886031149
943,100,5,875501725
279,184,5,890779991
749,812,3,878849586
846,381,4,883950311
194,762,3,879539305
605,1226,4,879510864
533,120,1,879366160
918,923,4,891987317
311,511,4,884365202
330,82,4,876546298
290,380,3,880731766
472,185,5,875980081
327,684,4,887820293
399,393,4,882343455
499,208,4,885599718
14,408,5,879119348
659,188,3,891384606
13,716,4,882141393
311,570,4,884365890
500,665,3,883876714
92,450,2,875907134
117,271,4,880124397
387,393,2,886483009
58,381,4,890321652
880,3,1,880175023
64,347,3,889737062
916,22,4,880844627
94,143,4,891722609
246,451,2,884923003
881,515,4,876535967
632,746,3,879459481
537,721,2,886031752
405,1253,1,885548671
118,172,5,875384751
145,1290,1,875272732
148,189,4,877019698
637,293,3,882902835
894,221,4,885428233
908,124,3,879722694
271,265,5,885849275
450,161,5,882396245
622,117,4,882590291
389,657,5,879991115
393,763,5,887745086
699,1187,4,879148051
354,152,3,891306974
301,405,4,882074727
293,678,2,888904439
457,1039,5,882397934
862,1093,5,879304196
49,55,4,888068057
198,184,3,884209003
637,1374,1,882903447
747,304,4,888638370
308,597,3,887738933
708,740,5,877325687
256,222,4,882150313
931,333,5,891037521
374,23,3,880395896
311,83,5,884364812
655,171,2,887523641
21,672,3,874951727
587,687,1,892871683
880,1184,3,880167806
301,237,4,882074291
92,28,3,875653050
255,147,4,883216845
634,840,2,875729794
645,708,3,892055072
562,114,1,879195156
632,132,5,879459738
221,33,4,875246632
805,89,4,881694713
846,68,3,883948765
389,518,4,880087073
291,985,3,874805984
320,974,3,884749097
864,161,4,888891288
627,177,5,879531158
943,443,2,888639746
268,823,2,875742942
727,609,3,883711923
318,540,4,884498141
116,887,3,881246591
38,673,5,892432062
244,172,4,880605665
145,448,5,877343121
7,515,3,891350757
130,627,5,875801496
606,208,3,880925074
325,1230,3,891479737
892,423,5,886608185
506,665,2,885135882
222,246,4,877563597
622,739,2,882671554
76,61,4,875028123
498,127,4,881954219
541,756,4,883866028
416,754,5,893214128
328,689,5,885044733
711,154,4,879992739
429,972,4,882387757
619,1016,4,885953826
363,568,2,891495070
406,69,4,879446748
405,1113,1,885546680
62,1028,1,879373215
303,375,2,879544276
271,132,5,885848672
782,251,3,891500109
620,7,4,889987073
537,141,3,886032183
216,1067,5,881432392
178,304,4,882823375
379,284,4,880568407
682,363,2,888522612
116,650,2,876452806
655,280,2,888474490
263,265,4,891299815
342,286,4,874984002
894,13,4,882404137
373,80,3,877107235
466,321,2,890282986
325,654,4,891478276
883,313,3,891692285
1,185,4,875072631
716,135,3,879795071
465,258,5,883529482
653,258,3,886051833
15,927,4,879456381
381,640,5,892696168
13,12,5,881515011
472,386,5,892790953
151,782,4,879542566
174,237,4,886434047
435,841,2,884134553
92,135,4,875652981
307,423,5,879283587
862,519,4,879304326
788,444,3,880870626
311,321,3,884363948
472,380,5,875982511
244,553,5,880606215
393,69,4,887745883
454,748,4,881958551
95,843,4,880572448
1,88,4,878542791
213,173,5,878955442
49,1069,3,888068912
378,572,3,880333995
711,692,3,879993150
308,107,4,887741150
406,72,3,880131954
301,64,5,882075672
693,423,3,875482136
128,690,3,879966274
458,237,4,886394623
181,864,2,878962774
868,217,2,877109895
76,769,1,882607018
62,173,5,879374732
715,1011,4,875962524
588,178,5,890015323
844,432,5,877388183
918,42,3,891987059
42,58,5,881108040
699,10,4,883884599
452,420,3,875562510
790,298,5,884461849
291,234,4,874834735
660,153,4,891200388
7,644,5,891351685
11,22,4,891904241
43,347,3,888177393
15,181,5,879455710
766,1050,3,891309668
280,693,3,891701027
881,357,5,876537457
527,187,5,879455999
222,637,2,878183713
267,665,4,878973825
405,578,1,885548093
532,353,2,886364951
268,472,1,875743335
416,155,5,893212895
437,139,3,881001576
405,971,1,885549464
766,179,4,891309484
682,180,3,888516979
828,961,2,891038222
296,544,4,884196938
870,10,4,879376967
453,427,3,877554174
868,121,2,877111542
59,659,3,888204553
458,178,4,886398187
561,211,4,885808824
535,447,5,879617574
141,866,5,884585071
648,174,5,884882664
296,121,5,884196689
748,647,3,879454602
435,895,3,884130647
144,1226,4,888104737
280,538,5,891700185
854,742,2,882812960
455,79,4,879112377
870,340,3,882464808
622,511,4,882592103
2,100,5,888552084
878,66,3,880869354
295,809,4,879519438
642,54,4,886206959
60,205,4,883326426
268,71,3,875309486
405,1090,1,885548670
417,800,2,879649467
642,110,2,885606048
256,1047,4,882151743
62,157,3,879374686
747,288,4,888638091
593,660,5,875671372
463,21,1,890453075
629,886,3,880116278
826,62,4,885690790
505,95,4,889333313
184,660,3,889909962
239,205,3,889181015
727,234,2,883711699
615,269,4,879447500
454,133,4,881959652
181,1395,1,878961847
256,202,3,882165032
716,506,4,879794775
244,743,5,880602170
334,208,5,891546405
844,99,3,877388040
313,15,2,891016962
387,201,5,886484631
715,318,5,875963867
255,413,2,883216358
648,127,3,884365970
840,855,4,891205093
157,740,2,886889876
378,220,2,880044944
655,1085,2,888813416
465,615,3,883530991
715,249,4,875961919
514,154,4,875462689
660,211,4,891199104
868,167,1,877110191
59,142,1,888206561
863,343,5,889289328
346,572,5,875266600
721,1065,5,877147383
151,432,5,879524610
847,1086,4,878775404
447,9,2,878854195
295,218,5,879966498
298,152,3,884183336
666,50,3,880313447
297,8,5,875239795
867,195,5,880078452
541,66,4,883865929
297,582,4,875238814
314,1297,4,877890734
276,364,3,877935377
537,614,3,886031473
234,294,3,891033715
213,609,4,878955533
391,186,5,877399658
864,511,4,888886846
85,516,4,879454272
897,95,3,879990586
437,473,5,881001888
615,683,1,879447642
279,81,4,875732652
774,118,1,888558594
405,196,1,885546112
221,94,3,875246857
311,942,5,884366112
786,265,4,882842946
82,473,2,878768765
63,126,3,875747556
435,227,4,884133372
235,344,5,889654419
541,627,4,883874749
622,132,4,882669851
535,1039,4,879618058
268,433,4,876514107
383,657,5,891192858
639,1020,4,891240136
5,29,4,875637023
262,974,3,879791447
798,194,4,875743366
798,377,3,875639061
334,635,2,891548155
416,928,3,878879391
119,459,4,887038711
118,551,5,875385306
89,269,5,879461219
256,471,5,882150644
542,411,4,886533275
378,1439,3,880333144
389,608,3,880087832
639,204,3,891240751
181,1312,1,878962349
807,199,5,892528374
721,457,3,877137214
387,919,5,886479575
632,173,5,879458649
666,300,3,880138702
145,452,3,882182762
262,754,3,879961283
846,772,4,883949421
15,546,2,879456324
64,96,4,889737748
786,724,4,882844295
207,154,2,878088217
621,769,3,874964991
831,64,5,891354534
312,528,5,891698695
897,177,5,879990465
465,32,3,883531026
89,1074,5,879459909
373,100,3,877100199
334,58,4,891546914
387,47,4,886480384
148,185,1,877398385
521,121,2,884475889
497,763,3,879309780
303,741,4,879466604
43,11,5,875981365
892,300,4,886607521
605,118,3,879429729
497,358,4,878759378
313,843,3,891030334
848,530,5,887043040
455,550,4,879112700
645,660,3,892055628
201,26,4,884111927
11,730,3,891904335
429,1443,2,882386601
334,531,5,891545949
399,1228,3,882345500
472,421,5,875982200
727,435,3,883710687
91,529,4,891438977
699,597,3,884152570
738,82,5,892844079
551,85,1,892783749
308,481,4,887737997
263,205,5,891298792
486,257,3,879875315
316,582,5,880854539
125,1249,3,892838322
10,273,4,877888613
327,4,4,887819161
435,1231,2,884134019
293,628,3,888905004
268,562,4,875744357
60,222,4,883327441
466,333,4,890284652
880,195,4,880167670
622,665,2,882671769
788,511,5,880868277
758,100,5,881975119
919,148,3,875289417
279,1305,4,875313406
450,482,5,882371904
671,184,3,884035775
276,270,4,879131395
716,213,5,879795906
234,381,3,892335739
201,733,3,884140522
58,9,4,884304328
747,661,5,888639642
878,655,3,880866687
178,597,4,882824869
268,88,2,875743760
887,142,1,881381207
562,50,5,879196445
130,28,4,875217172
846,89,5,883948003
116,302,3,876451911
